,m_108,696330,20,56,,,,0,0,2
,m_108,698570,14,64,1.56,0,0,0,0,4
,m_108,698620,12,64,1.46,0.03,0,0,0,4
,m_108,698670,10,64,1.74,0,0,0,0,5
,m_108,699740,7,65,1.57,0.02,0,0,0,6
,m_108,700010,8,64,1.9,0,0,0,0,4
,m_108,700790,16,65,1.68,0.02,0,0,0,4
,m_108,701840,7,65,1.52,0.01,0,0,0,4
,m_108,702440,6,65,1.5,0.01,0,0,0,4
,m_108,702510,5,66,1.31,0.04,0,0,0,2
,m_108,703170,6,65,1.79,0,0,0,0,5
,m_108,703790,7,66,1.9,0,0,0,0,6
,m_108,703950,5,66,1.9,0.03,0,0,0,13
,m_108,705140,9,66,2.33,0,0,0,0,8
,m_108,705840,11,67,2.33,0,0,0,0,9
,m_108,707530,10,67,2.34,0.01,0,0,0,15
,m_108,707800,9,67,2.11,0,1,0,0,9
,m_108,707860,11,66,2.28,0,1,0,0,10
,m_108,709910,8,68,1.97,0,0,0,0,4
,m_108,710070,6,69,1.95,0,0,0,0,
,m_108,710540,9,68,1.98,0.01,0,0,0,5
,m_108,710840,6,68,1.86,0.01,0,0,0,4
,m_108,711330,12,68,2.1,0,0,0,0,4
,m_108,712110,9,69,1.83,0,0,0,0,5
,m_108,712820,12,69,1.51,0,0,0,0,4
,m_108,712870,11,69,1.54,0,0,0,0,5
,m_108,713040,14,70,1.77,0,0,0,0,3
,m_108,714630,13,71,1.35,0,0,0,0,10
,m_108,715100,11,71,1.58,0.02,0,0,0,
,m_108,715710,7,71,1.73,0,0,0,0,12
,m_108,715980,14,72,1.78,0,0,0,0,5
,m_108,716140,11,72,1.46,0.03,0,0,0,4
,m_108,716720,18,72,1.68,0,0,0,0,12
,m_108,716870,14,72,1.56,0,0,0,0,7
,m_108,717420,12,72,1.78,0,0,0,0,16
,m_108,717450,8,72,1.76,0.01,0,0,0,16
,m_108,718040,8,72,1.5,0.01,0,0,0,12
,m_108,718260,11,72,1.87,0,0,0,0,8
,m_108,718890,12,73,,,,0,0,29
,m_108,719230,17,73,1.91,0,0,0,0,15
,m_108,719920,16,74,,,,0,0,25
,m_108,720890,12,75,1.69,0,0,0,0.01,8
,m_108,722200,13,76,1.77,0.02,0,0,0.01,12
,m_108,722700,14,76,1.83,0,0,0.01,0.01,17
,m_108,722820,20,77,1.63,0,0,0.01,0.01,13
,m_108,723530,18,76,1.91,0,1,0.01,0.01,10
,m_108,723990,10,76,1.67,0,0,0.01,0.01,23
,m_108,724410,13,76,2.1,0,0,0.01,0.01,19
,m_108,724450,18,76,2.26,0,0,0.01,0.01,13
,m_108,724480,18,76,2.58,0,0,0.01,0.01,13
,m_108,724760,15,77,1.64,0,0,0.01,0.01,7
,m_108,726410,15,78,2,0,0,0.01,0.01,4
,m_108,726420,11,78,1.74,0,0,0.01,0.01,2
,m_108,727260,16,78,2.5,0,1,0.01,0.01,6
,m_108,728000,20,78,2.11,0.01,0,0.01,0.01,6
,m_108,729120,12,79,1.87,0,0,0.01,0.01,9
,m_108,729310,21,79,1.75,0.01,0,0.01,0.01,9
,m_108,730280,9,80,1.94,0,0,0.01,0.01,8
,m_108,731040,16,79,2.01,0,0,0.01,0.01,5
,m_108,731050,20,79,1.54,0.01,0,0.01,0.01,5
,m_108,731550,13,80,1.59,0,0,0.01,0.01,3
,m_108,731640,15,81,1.79,0,1,0.01,0.01,6
,m_108,731780,18,80,1.97,0,1,0.01,0.01,4
,m_108,732240,17,80,1.99,0.02,0,0.01,0.01,4
,m_108,732680,13,82,1.65,0.01,0,0.01,0.01,6
,m_108,733530,11,82,1.27,0,0,0.01,0.01,3
,m_108,733730,11,81,1.52,0,0,0.01,0.01,10
,m_108,733840,10,82,,,,0.01,0.01,8
,m_108,733970,15,82,1.84,0,1,0.01,0.01,6
,m_108,734180,19,82,1.45,0,0,0.01,0.01,9
,m_108,734360,12,82,1.65,0,0,0.01,0.01,7
,m_108,734800,19,82,1.59,0,0,0.01,0.01,11
,m_108,734990,12,82,1.45,0,0,0.01,0.01,9
,m_108,736930,20,83,1.94,0.01,0,0.01,0.01,3
,m_108,737560,13,84,1.72,0,0,0.01,0.01,4
,m_108,740220,16,55,2.6,0,0,0,0,3
,m_108,741140,12,56,2.1,0,0,0,0,4
,m_108,741720,14,57,2.26,0,0,0,0,7
,m_108,742620,15,58,2.15,0,0,0,0,2
,m_108,743270,16,58,,,,0,0,3
,m_108,744330,8,59,2.02,0,0,0,0,2
,m_108,744360,7,59,1.85,0,0,0,0,5
,m_108,745400,9,60,1.64,0.02,0,0,0,3
,m_108,746240,13,60,1.88,0.01,0,0,0,5
,m_108,747560,7,60,1.85,0,0,0,0,10
,m_108,747660,9,60,2.04,0,0,0,0,4
,m_108,748610,9,61,1.37,0.03,0,0,0,2
,m_108,749770,16,61,1.59,0,0,0,0,9
,m_108,751630,15,62,1.47,0,0,0,0,2
,m_108,752810,8,62,1.39,0,0,0,0,7
,m_108,753690,9,63,1.56,0,0,0,0,3
,m_108,753820,11,63,,,,0,0,3
,m_108,753880,11,64,1.81,0,1,0,0,3
,m_108,754340,11,63,1.37,0.03,0,0,0,7
,m_108,754640,10,64,1.37,0,0,0,0,17
,m_108,755270,9,64,1.43,0.02,0,0,0,10
,m_108,755660,14,64,1.45,0.03,0,0,0,8
,m_108,756290,10,64,1.4,0,0,0,0,7
,m_108,756930,13,65,1.8,0,0,0,0,5
,m_108,758800,10,66,1.74,0,0,0,0.01,4
,m_108,759480,7,65,2.63,0.02,0,0,0.01,8
,m_108,759550,12,65,2.15,0,0,0,0.01,7
,m_108,760910,8,67,,,,0,0.01,14
,m_108,761240,12,66,2.35,0,0,0,0.01,8
,m_108,763070,13,68,2.06,0,0,0.01,0.01,7
,m_108,763410,15,67,2.05,0,0,0.01,0.01,3
,m_108,763610,13,68,,,,0.01,0.01,4
,m_108,764220,13,67,2.37,0,0,0.01,0.01,6
,m_108,767520,11,69,2.08,0.01,0,0.01,0.01,2
,m_108,768120,13,70,2.28,0,0,0.01,0.01,10
,m_108,768130,17,70,1.81,0.02,0,0.01,0.01,10
,m_108,768710,8,70,2.73,0,0,0.01,0.01,2
,m_108,769240,13,69,1.83,0,0,0.01,0.01,3
,m_108,769490,8,70,2.44,0,0,0.01,0.01,9
,m_108,769870,19,70,2.64,0,0,0.01,0.01,6
,m_108,770820,10,70,1.8,0.01,0,0.01,0.01,17
,m_108,771610,17,72,2.11,0.01,0,0.01,0.01,2
,m_108,771810,9,71,2.55,0,0,0.01,0.01,2
,m_108,772600,14,71,1.49,0,0,0.01,0.01,3
,m_108,773000,8,71,2.36,0.01,0,0.01,0.01,3
,m_108,773940,7,71,2.11,0,0,0.01,0.01,3
,m_108,774450,8,72,3.09,0,0,0.01,0.01,8
,m_108,774550,11,72,2.31,0,0,0.01,0.01,9
,m_108,774710,10,71,2.13,0,0,0.01,0.01,5
,m_108,774840,6,71,2.96,0.01,0,0.01,0.01,3
,m_108,775280,5,72,1.83,0.02,0,0.01,0.01,3
,m_108,776340,5,72,2.27,0,0,0.01,0.01,6
,m_108,776560,5,72,2.13,0,0,0.01,0.01,3
,m_1131,696480,4,100,1.07,0,0,0,0,6
,m_1131,697510,7,100,1.42,0,0,0,0,7
,m_1131,697930,7,100,1.24,0,0,0,0,2
,m_1131,698440,3,100,1.22,0,0,0,0,5
,m_1131,698500,10,100,1.57,0,1,0,0,3
,m_1131,699070,6,100,1.36,0,0,0,0,8
,m_1131,699400,6,100,1.34,0,0,0,0,2
,m_1131,700580,6,100,1.25,0,0,0,0,6
,m_1131,701160,5,100,1.54,0,1,0,0,3
,m_1131,702700,4,100,1.6,0,0,0,0,7
,m_1131,703290,5,100,1.75,0,0,0,0,6
,m_1131,703470,6,100,1.86,0,0,0,0,8
,m_1131,703790,6,100,1.77,0,0,0,0,8
,m_1131,704030,4,100,1.46,0,0,0,0,10
,m_1131,704440,6,100,1.38,0,0,0,0,10
,m_1131,705340,6,100,1.81,0,0,0,0,16
,m_1131,705480,4,93,2.13,0,1,0,0,18
,m_1131,705490,8,93,1.92,0,0,0,0,18
,m_1131,705690,3,93,1.78,0,0,0,0,8
,m_1131,706180,5,94,2.75,0,1,0,0,16
,m_1131,706200,5,94,1.66,0,0,0,0,36
,m_1131,706470,4,94,2.57,0,1,0,0,20
,m_1131,708750,4,95,1.49,0,0,0,0,4
,m_1131,710680,4,96,1.93,0,0,0,0,13
,m_1131,711090,4,96,1.49,0,0,0,0,64
,m_1131,714330,4,100,1.41,0,0,0,0,3
,m_1131,714880,4,98,1.65,0,0,0,0,7
,m_1131,714950,5,98,2.45,0,2,0,0,5
,m_1131,715170,4,98,1.53,0,0,0,0,7
,m_1131,715230,4,98,2.18,0,1,0,0,
,m_1131,715540,4,98,1.77,0,0,0,0,5
,m_1131,715690,7,99,1.68,0,0,0,0,4
,m_1131,715760,6,99,2.3,0,0,0,0,6
,m_1131,717260,4,99,1.21,0,0,0,0,8
,m_1131,717570,5,99,1.64,0,0,0,0,9
,m_1131,717710,5,99,,,,0,0,27
,m_1131,718150,7,100,2.12,0,0,0,0,10
,m_1131,718290,5,100,1.95,0,0,0,0,9
,m_1131,718430,5,100,1.43,0,0,0,0,7
,m_1131,719690,6,100,2.1,0,0,0,0,6
,m_1131,719760,4,100,1.99,0,0,0,0,6
,m_1131,720000,7,100,,,,0,0,10
,m_1131,721680,7,100,1.32,0,0,0,0,12
,m_1131,739260,7,99,,,,0,0,19
,m_1131,739980,7,100,1.32,0,1,0,0,4
,m_1131,740360,7,100,1.47,0.01,1,0,0,3
,m_1131,740940,7,99,1.58,0.01,1,0,0,5
,m_1131,741470,6,100,1.63,0.02,1,0,0,6
,m_1131,742380,7,100,1.57,0,2,0,0,5
,m_1131,745860,8,96,1.34,0.01,0,0,0,7
,m_1131,746440,7,96,,,,0,0,4
,m_1131,746670,8,97,1.5,0,1,0,0,6
,m_1131,747650,8,97,1.14,0,0,0,0,3
,m_1131,748390,9,97,1.65,0,0,0,0,7
,m_1131,749320,6,97,1.51,0.01,0,0,0,9
,m_1131,749960,9,98,1.54,0.01,0,0,0,4
,m_1131,750510,8,99,1.5,0,0,0,0,3
,m_1131,751020,9,98,1.36,0,0,0,0,4
,m_1131,751860,9,98,1.37,0,0,0,0,4
,m_1131,752350,10,98,1.13,0,0,0,0,6
,m_1131,752420,7,98,1.96,0.01,0,0,0.01,4
,m_1131,753340,7,97,1.27,0,0,0,0.01,11
,m_1131,753670,9,97,1.51,0.01,0,0,0.01,3
,m_1131,753880,7,97,1.43,0,0,0,0.01,4
,m_1131,754910,7,98,1.62,0,1,0,0.01,7
,m_1131,755040,8,99,0.96,0,0,0,0.01,4
,m_1131,756480,7,98,1.71,0,0,0,0.01,11
,m_1131,757140,7,97,1.47,0,0,0,0.01,8
,m_1131,758030,5,96,1.35,0,0,0,0.01,14
,m_1131,758270,5,97,1.53,0,0,0,0.01,14
,m_1131,759100,6,97,1.54,0,0,0,0.01,23
,m_1131,759270,4,97,1.45,0,0,0,0.01,3
,m_1131,760280,5,96,1.32,0,0,0,0.01,33
,m_1131,760750,7,96,1.37,0,0,0,0.01,13
,m_1131,760870,7,97,1.36,0,0,0,0.01,17
,m_1131,762410,6,98,1.35,0,0,0,0.01,6
,m_1131,763170,4,96,1.54,0.01,0,0,0.01,34
,m_1131,763410,5,96,,,,0,0.01,49
,m_1131,763700,5,96,1.31,0,0,0,0.01,9
,m_1131,764360,6,96,1.35,0,0,0,0.01,28
,m_1131,764640,6,97,1.23,0,0,0,0.01,8
,m_1131,764840,6,97,1.59,0,0,0,0.01,37
,m_1131,765220,6,96,1.57,0,0,0,0.01,29
,m_1131,765460,6,96,1.75,0,0,0,0.01,37
,m_1131,765810,6,96,,,,0,0.01,33
,m_1131,768300,6,97,1.45,0,0,0,0.01,41
,m_1131,768730,6,97,1.44,0,0,0,0.01,4
,m_1131,769120,6,97,1.1,0,0,0,0.01,8
,m_1131,770140,6,98,1.96,0,1,0,0.01,46
,m_1131,770250,6,98,1.49,0,1,0,0.01,30
,m_1131,770600,7,99,1.08,0,0,0,0.01,37
,m_1131,770660,6,99,1.25,0,0,0,0.01,10
,m_1131,771230,5,98,2.66,0,0,0,0.01,27
,m_1131,771740,5,99,1.55,0,0,0,0.01,5
,m_1131,772200,6,99,1.56,0,0,0,0.01,1
,m_1131,772440,6,98,1.18,0,0,0,0.01,8
,m_1131,772540,4,98,1.59,0,0,0,0.01,38
,m_1131,773070,4,93,1.33,0,0,0,0.01,16
,m_1131,773440,4,93,,,,0,0.01,4
,m_1131,773650,7,94,1.51,0.01,0,0,0.01,6
,m_1131,774570,5,94,1.24,0,0,0,0.01,41
,m_1131,774630,4,94,1.55,0,0,0,0.01,10
,m_1131,775030,5,94,1.46,0,0,0,0.01,42
,m_1131,775040,4,94,,,,0,0.01,42
,m_1131,775170,4,94,1.39,0,0,0,0.01,47
,m_1131,775730,6,94,1.63,0,0,0,0.01,6
,m_1131,775810,6,94,1.61,0,1,0,0.01,4
,m_1131,776730,4,95,1.57,0,0,0,0.01,45
,m_1186,696300,4,49,2.29,0,0,0,0,1
,m_1186,697520,3,51,1.47,0.01,0,0,0,6
,m_1186,699070,5,53,1.59,0,0,0,0,4
,m_1186,701070,2,56,2.02,0,0,0,0,6
,m_1186,702080,2,56,1.36,0,0,0,0,5
,m_1186,703460,2,57,1.53,0,0,0,0,17
,m_1186,704590,4,57,1.34,0,0,0,0,10
,m_1186,704920,2,58,1.41,0,0,0,0,4
,m_1186,705100,2,58,1.63,0,0,0,0,3
,m_1186,706030,5,58,1.47,0,0,0,0,12
,m_1186,707110,5,58,1.95,0,0,0,0,
,m_1186,707230,4,59,,,,0,0,9
,m_1186,707250,2,59,1.48,0,0,0,0,9
,m_1186,708110,2,59,1.64,0,0,0,0,16
,m_1186,708960,3,59,1.91,0,1,0,0,8
,m_1186,709100,2,59,2.07,0,0,0,0,5
,m_1186,709750,4,60,1.72,0,0,0,0,8
,m_1186,709950,2,59,,,,0,0,12
,m_1186,710590,4,60,1.48,0,0,0,0,3
,m_1186,712770,2,61,1.31,0,0,0,0,5
,m_1186,713290,5,61,1.31,0,0,0,0,4
,m_1186,713650,4,61,1.29,0,0,0,0,4
,m_1186,714190,4,62,1.11,0,0,0,0,4
,m_1186,714210,3,62,1.18,0,0,0,0,4
,m_1186,715000,4,62,1.01,0,0,0,0,6
,m_1186,715450,5,62,1.74,0,0,0,0,7
,m_1186,715650,2,62,1.63,0,0,0,0,7
,m_1186,715790,3,62,1.13,0,0,0,0,7
,m_1186,716270,4,63,1.22,0,0,0,0,8
,m_1186,717140,3,63,1.28,0,0,0,0,16
,m_1186,717330,4,63,1.4,0.01,0,0,0,12
,m_1186,717370,4,63,1.16,0,0,0,0,10
,m_1186,717800,3,63,1.32,0,0,0,0,7
,m_1186,718850,3,64,1.62,0,1,0,0,16
,m_1186,718890,2,64,1.53,0,1,0,0,18
,m_1186,719740,2,64,1.77,0,0,0,0,14
,m_1186,719860,2,64,1.38,0,0,0,0,11
,m_1186,722150,2,65,1.23,0,0,0,0,20
,m_1186,722520,3,65,1.38,0,0,0,0,14
,m_1186,722630,2,65,1.73,0,0,0,0,12
,m_1186,723330,3,65,1.56,0.02,0,0,0,13
,m_1186,723710,3,66,2.28,0,1,0,0,13
,m_1186,724560,4,66,1.45,0,0,0,0,13
,m_1186,725380,2,67,1.47,0,0,0,0,6
,m_1186,725880,3,67,1.2,0,0,0,0,12
,m_1186,727630,4,68,1.43,0,0,0,0,11
,m_1186,727810,5,68,1.39,0,0,0,0,14
,m_1186,728260,2,68,1.74,0,0,0,0,5
,m_1186,729210,2,68,2.04,0,0,0,0,12
,m_1186,729260,3,68,1.32,0,0,0,0,10
,m_1186,729490,4,69,1.27,0,0,0,0,21
,m_1186,729630,2,69,1.66,0,0,0,0,9
,m_1186,730700,3,69,1.42,0.01,0,0,0,12
,m_1186,730850,3,70,1.83,0,1,0,0,12
,m_1186,731580,4,70,1.43,0,1,0,0,8
,m_1186,731840,3,70,1.85,0,0,0,0,4
,m_1186,732220,2,70,1.42,0,0,0,0,5
,m_1186,732840,3,71,1.04,0,0,0,0,4
,m_1186,733890,2,71,1.5,0,0,0,0,5
,m_1186,734490,2,71,1.46,0,0,0,0,8
,m_1186,735260,3,71,1.84,0,1,0,0,6
,m_1186,735850,4,72,1.37,0,0,0,0,6
,m_1186,736000,2,72,,,,0,0,17
,m_1186,736160,3,72,2.04,0,1,0,0,11
,m_1186,736280,3,72,1.19,0,0,0,0,2
,m_1186,736860,3,71,1.64,0,0,0,0,5
,m_1186,737810,3,72,2.1,0,1,0,0,13
,m_1186,738150,2,72,2.08,0,0,0,0,2
,m_1186,738780,4,72,2.08,0,0,0,0,7
,m_1186,739870,5,73,1.13,0,0,0,0,3
,m_1186,740340,3,71,2.15,0,1,0,0,2
,m_1186,740360,3,71,1.96,0,1,0,0,2
,m_1186,740730,3,72,1.52,0,0,0,0,3
,m_1186,740790,2,72,2.14,0,0,0,0,4
,m_1186,741060,3,72,2.38,0,1,0,0,4
,m_1186,741370,4,72,2.4,0,0,0,0,3
,m_1186,741410,2,72,1.68,0,0,0,0,3
,m_1186,741620,4,72,1.67,0.01,0,0,0,2
,m_1186,742960,2,73,2.02,0,0,0,0,4
,m_1186,742970,2,73,2.42,0,0,0,0,4
,m_1186,746350,4,73,1.19,0.07,0,0,0,2
,m_1186,746930,2,73,0.93,0,0,0,0,2
,m_1186,747650,2,73,1.2,0,0,0,0,2
,m_1186,747970,5,72,1.51,0,1,0,0,2
,m_1186,749150,3,73,1.37,0,0,0,0,3
,m_1186,749890,4,73,1.62,0,0,0,0,2
,m_1186,749960,2,73,1.47,0,0,0,0,3
,m_1186,750000,2,73,1.36,0,0,0,0,2
,m_1186,750470,2,74,1.47,0,0,0,0,4
,m_1186,751260,3,73,1.29,0,0,0,0,7
,m_1186,751830,2,73,1.37,0,0,0,0,2
,m_1186,753160,2,74,1.35,0,0,0,0,1
,m_1186,753180,4,74,1.43,0,0,0,0,2
,m_1186,753440,2,74,1.19,0.03,0,0,0,5
,m_1186,753570,3,74,1.32,0,0,0,0,5
,m_1186,753920,3,74,1.35,0.03,0,0,0,3
,m_1186,755280,2,74,1.82,0,1,0,0,4
,m_1186,755370,3,74,1.5,0,0,0,0,3
,m_1186,756960,4,74,,,,0,0,1
,m_1186,758780,3,74,1.41,0.01,0,0,0,5
,m_1186,759020,2,74,1.64,0.01,1,0,0,6
,m_1186,759320,3,74,1.23,0.01,0,0,0,3
,m_1186,759810,2,74,1.25,0,0,0,0,4
,m_1186,760240,2,75,1.47,0,0,0,0,4
,m_1186,760970,2,75,1.62,0,0,0,0,5
,m_1186,762580,2,74,,,,0,0,6
,m_1186,763230,2,75,1.3,0,0,0,0,4
,m_1186,763450,4,75,1.41,0,0,0,0,2
,m_1186,763550,2,75,1.54,0,0,0,0,9
,m_1186,764300,3,75,1.4,0.01,0,0,0,14
,m_1186,764620,2,74,1.09,0,0,0,0,2
,m_1186,764760,3,74,1.42,0,0,0,0,3
,m_1186,764890,4,75,1.47,0,0,0,0,3
,m_1186,765610,4,75,1.2,0,0,0,0,9
,m_1186,765980,3,75,1.45,0.04,0,0,0,2
,m_1186,767500,2,76,1.45,0,0,0,0,2
,m_1186,770100,3,76,1.19,0,0,0,0,3
,m_1186,770270,2,76,1.47,0,0,0,0,6
,m_1186,771530,2,76,1.85,0,1,0,0,1
,m_1186,772450,4,76,,,,0,0,1
,m_1186,772640,2,76,1.75,0,1,0,0,1
,m_1186,773790,2,77,1.81,0.01,1,0,0,1
,m_1186,774570,2,76,1.37,0,0,0,0,2
,m_1186,775100,2,76,1.28,0,0,0,0,1
,m_1186,775350,2,76,1.4,0,0,0,0,1
,m_1186,776280,2,76,1.71,0,1,0,0,2
,m_1304,696560,17,62,0.8,0.1,0,0,0,5
,m_1304,696630,6,63,1.46,0,0,0,0,4
,m_1304,697160,6,64,1.46,0,0,0,0,2
,m_1304,697520,4,64,1.42,0,0,0,0,2
,m_1304,698280,4,65,1.59,0,1,0,0,2
,m_1304,698310,4,65,1.12,0,0,0,0,2
,m_1304,699480,4,66,1.35,0,0,0,0,7
,m_1304,699860,5,66,1.4,0,0,0,0,3
,m_1304,700070,3,66,1.11,0,0,0,0,3
,m_1304,700820,6,67,1.52,0.01,1,0,0,2
,m_1304,701140,5,67,1.49,0,1,0,0,2
,m_1304,701930,3,68,1.78,0,1,0,0,2
,m_1304,703710,4,69,1.54,0,1,0,0,4
,m_1304,703850,4,69,1.25,0,0,0,0,4
,m_1304,704280,4,69,1.21,0,0,0,0,5
,m_1304,704290,5,69,1.37,0,0,0,0,5
,m_1304,705730,5,70,1.79,0,1,0,0,2
,m_1304,705790,6,70,1.2,0,0,0,0,2
,m_1304,706420,4,69,1.26,0,0,0,0,3
,m_1304,707660,5,70,1.63,0.01,0,0,0,4
,m_1304,709000,3,71,1.61,0,1,0,0,2
,m_1304,709040,5,71,1.4,0.01,1,0,0,2
,m_1304,709960,4,71,1.31,0,0,0,0,2
,m_1304,710020,4,71,1.51,0,1,0,0,2
,m_1304,713370,5,72,1.08,0,0,0,0,2
,m_1304,713700,4,72,0.76,0,0,0,0,3
,m_1304,713910,6,72,1.21,0,0,0,0,1
,m_1304,713970,6,72,1.68,0.02,1,0,0,2
,m_1304,714540,4,72,1.37,0,0,0,0,3
,m_1304,716930,5,73,1.56,0,1,0,0,5
,m_1304,717150,4,73,1.39,0,1,0,0,4
,m_1304,717770,5,73,1.38,0,0,0,0,3
,m_1304,718320,8,74,1.56,0.01,0,0,0,6
,m_1304,718730,3,73,1.49,0,1,0,0,6
,m_1304,719130,6,74,1.65,0,1,0,0,7
,m_1304,719940,5,73,1.58,0,1,0,0,7
,m_1304,720920,7,74,1.25,0.06,0,0,0,8
,m_1304,721560,7,74,1.56,0,1,0,0,9
,m_1304,722590,9,74,1.57,0,1,0,0,10
,m_1304,722800,6,75,1.6,0,0,0,0,26
,m_1304,723350,8,76,1.39,0.01,0,0,0,9
,m_1304,723840,7,76,1.53,0,1,0,0,8
,m_1304,724250,10,75,1.58,0,1,0,0,8
,m_1304,725390,6,76,1.2,0.07,0,0,0,
,m_1304,726110,12,76,1.72,0,1,0,0,4
,m_1304,727220,14,76,1.36,0.01,0,0,0,4
,m_1304,728040,12,77,1.51,0,1,0,0,5
,m_1304,728140,22,77,,,,0,0,7
